ID,Incident Date,Incident Date Text,State,City Or County,Address,,Killed,,,Injured,,longitude,latitude,victim,radius,popup
277,3/25/2016,25-Mar,Colorado,Denver,8501 E. Alameda Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-104.892586,39.71129,4,5.64332648,"03-25, 8501 E. Alameda Avenue, Denver, Colorado, Number killed: 0, Number injured: 4"
278,3/21/2016,21-Mar,Illinois,Chicago,5700 block of West Washington Boulevard,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.768175,41.882372,4,5.64332648,"03-21, 5700 block of West Washington Boulevard, Chicago, Illinois, Number killed: 0, Number injured: 4"
280,3/19/2016,19-Mar,Alabama,Wetumpka,South Shelby Street,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-86.21393,32.538402,4,5.64332648,"03-19, South Shelby Street, Wetumpka, Alabama, Number killed: 2, Number injured: 2"
282,3/13/2016,13-Mar,Florida,Fort Myers,50 South Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-81.867416,26.577112,4,5.64332648,"03-13, 50 South Road, Fort Myers, Florida, Number killed: 0, Number injured: 4"
283,3/12/2016,12-Mar,Oregon,Portland,16126 S.E. Stark St.,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-122.497536,45.51915,4,5.64332648,"03-12, 16126 S.E. Stark St., Portland, Oregon, Number killed: 0, Number injured: 4"
284,3/12/2016,12-Mar,California,Oakland,Interstate 880,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-122.237746,37.779398,4,5.64332648,"03-12, Interstate 880, Oakland, California, Number killed: 0, Number injured: 4"
285,3/11/2016,11-Mar,Michigan,Detroit,2600 block of Hazelwood,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-83.107704,42.371414,4,5.64332648,"03-11, 2600 block of Hazelwood, Detroit, Michigan, Number killed: 2, Number injured: 2"
289,3/7/2016,7-Mar,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-92.02385,30.249466,4,5.64332648,"03-07, 800 block of Martin Luther King Jr. Drive, Lafayette, Louisiana, Number killed: 0, Number injured: 4"
292,3/6/2016,6-Mar,Georgia,Roswell,890 Atlanta St,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-84.36157,34.0229,4,5.64332648,"03-06, 890 Atlanta St, Roswell, Georgia, Number killed: 0, Number injured: 4"
294,3/5/2016,5-Mar,Kansas,Wichita,116 North Mead,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-97.32885,37.686478,4,5.64332648,"03-05, 116 North Mead, Wichita, Kansas, Number killed: 0, Number injured: 4"
295,3/4/2016,4-Mar,Ohio,Columbus,900 E. 5th Ave.,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-82.980835,39.986122,4,5.64332648,"03-04, 900 E. 5th Ave., Columbus, Ohio, Number killed: 1, Number injured: 3"
297,2/28/2016,28-Feb,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-117.523014,33.988377,4,5.64332648,"02-28, 5500 block of Etiwanda Avenue, Riverside (Jurupa Valley), California, Number killed: 1, Number injured: 3"
298,2/27/2016,27-Feb,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Court,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-77.35342,38.669823,4,5.64332648,"02-27, 13051 Lashmere Court, Woodbridge (Lake Ridge), Virginia, Number killed: 2, Number injured: 2"
302,2/23/2016,23-Feb,Florida,Daytona Beach,1042 Sheridan Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-81.04487,29.208761,4,5.64332648,"02-23, 1042 Sheridan Road, Daytona Beach, Florida, Number killed: 0, Number injured: 4"
303,2/21/2016,21-Feb,Missouri,Hazelwood,Interstate Highway 270 and North Lindbergh Boulevard,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-90.398536,38.738327,4,5.64332648,"02-21, Interstate Highway 270 and North Lindbergh Boulevard, Hazelwood, Missouri, Number killed: 1, Number injured: 3"
305,2/20/2016,20-Feb,Florida,Tampa,2810 E. Bearss Ave,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-82.42832,28.080427,4,5.64332648,"02-20, 2810 E. Bearss Ave, Tampa, Florida, Number killed: 1, Number injured: 3"
306,2/20/2016,20-Feb,Alabama,Bessemer,200 block of Elm Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-86.97568,33.373333,4,5.64332648,"02-20, 200 block of Elm Street, Bessemer, Alabama, Number killed: 1, Number injured: 3"
307,2/20/2016,20-Feb,Florida,Orlando,446 S Parramore Ave,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-81.388985,28.537146,4,5.64332648,"02-20, 446 S Parramore Ave, Orlando, Florida, Number killed: 0, Number injured: 4"
310,2/19/2016,19-Feb,Missouri,Edgerton,4100 block of Buena Vista Road,Number killed:,4,Number killed: 4,Number injured:,0,Number injured: 0,-94.62415,39.492363,4,5.64332648,"02-19, 4100 block of Buena Vista Road, Edgerton, Missouri, Number killed: 4, Number injured: 0"
311,2/19/2016,19-Feb,California,Vallejo,509 Porter Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-122.24537,38.08845,4,5.64332648,"02-19, 509 Porter Street, Vallejo, California, Number killed: 1, Number injured: 3"
312,2/14/2016,14-Feb,Texas,Houston,8449 Gulf Freeway,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-95.26584,29.674137,4,5.64332648,"02-14, 8449 Gulf Freeway, Houston, Texas, Number killed: 1, Number injured: 3"
314,2/13/2016,13-Feb,Louisiana,Marrero,5425 Lapalco Boulevard,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.108342,29.875207,4,5.64332648,"02-13, 5425 Lapalco Boulevard, Marrero, Louisiana, Number killed: 0, Number injured: 4"
318,2/7/2016,7-Feb,Illinois,Chicago (Englewood),6500 block of South Green Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.646136,41.77612,4,5.64332648,"02-07, 6500 block of South Green Street, Chicago (Englewood), Illinois, Number killed: 0, Number injured: 4"
319,2/6/2016,6-Feb,California,Los Angeles,12800 block of Cook Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-118.270676,33.916275,4,5.64332648,"02-06, 12800 block of Cook Street, Los Angeles, California, Number killed: 1, Number injured: 3"
320,2/6/2016,6-Feb,Florida,Apopka,10th Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-81.514242,28.665966,4,5.64332648,"02-06, 10th Street, Apopka, Florida, Number killed: 0, Number injured: 4"
322,2/3/2016,3-Feb,District of Columbia,Washington,1500 block of Butler St. SE,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.984375,38.861443,4,5.64332648,"02-03, 1500 block of Butler St. SE, Washington, District of Columbia, Number killed: 0, Number injured: 4"
323,1/30/2016,30-Jan,Colorado,Denver,4655 Humboldt St,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-104.969986,39.781223,4,5.64332648,"01-30, 4655 Humboldt St, Denver, Colorado, Number killed: 1, Number injured: 3"
328,1/23/2016,23-Jan,California,Los Angeles,8105 Avalon Blvd,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-118.265144,33.965473,4,5.64332648,"01-23, 8105 Avalon Blvd, Los Angeles, California, Number killed: 2, Number injured: 2"
329,1/17/2016,17-Jan,Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-76.437295,37.400312,4,5.64332648,"01-17, Ditchley Road and Gill Lane, Ware Neck (Gloucester Courthouse), Virginia, Number killed: 1, Number injured: 3"
331,1/8/2016,8-Jan,District of Columbia,Washington,1700 East Capitol Street Northeast,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.98062,38.889805,4,5.64332648,"01-08, 1700 East Capitol Street Northeast, Washington, District of Columbia, Number killed: 0, Number injured: 4"
333,1/7/2016,7-Jan,Tennessee,Memphis,3800 Kerwood Avenue,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-89.93617,35.233627,4,5.64332648,"01-07, 3800 Kerwood Avenue, Memphis, Tennessee, Number killed: 1, Number injured: 3"
334,1/6/2016,6-Jan,Florida,Lakeland,2312 East Magnolia Street,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-81.913475,28.050304,4,5.64332648,"01-06, 2312 East Magnolia Street, Lakeland, Florida, Number killed: 3, Number injured: 1"
